_id,meleid,sap,descripcion,linea
65f87eb98d297356122cca42,2799,LD-00003853,MARCADOR PERMANENTE PUNTA FINA C/NEGRO 71641300019 SHARPIE,Linea Digital
65f87eb98d297356122cca43,2800,LD-00003854,MARCADOR PERMANENTE PUNTA FINA C/ROJO 71641300026 SHARPIE,Linea Digital
65f87eb98d297356122cca44,2801,LD-00003855,MARCADOR PERMANENTE PUNTA FINA C/AZUL 71641300033 SHARPIE,Linea Digital
65f87eb98d297356122cca45,2802,LD-00003856,MARCADOR PERMANENTE PUNTA FINA C/VERDE 71641300040 SHARPIE,Linea Digital
65f87eb98d297356122cca46,2803,LD-00003857,SET DE 8 MARCADORES PUNTA FINA C/VARIOS 71641300781 SHARPIE,Linea Digital
65f87eb98d297356122cca47,2804,LD-00003858,SET DE 3 MARCADORES PUNTA FINA METALICOS C/VARIOS 71641053649 SHARPIE,Linea Digital
65f87eb98d297356122cca48,2805,LD-00003859,SET DE 5 BOLIGRAFOS CON BORRADOR C/NEGRO 4154031635 PAPER MATE,Linea Digital
65f87eb98d297356122cca49,2806,LD-00003860,COLORES UNIPUNTA 12 UNIDADES 70530014815 PRISMACOLOR,Linea Digital
65f87eb98d297356122cca4a,2807,LD-00003861,COLORES UNIPUNTA 24 UNIDADES 70530014860 PRISMACOLOR,Linea Digital
65f87eb98d297356122cca4b,2808,LD-00003862,COLORES UNIPUNTA 36 UNIDADES 70530014822 PRISMACOLOR,Linea Digital
65f87eb98d297356122cca4c,2809,LD-00003863,COLORES UNIPUNTA 48 UNIDADES 70530014839 PRISMACOLOR,Linea Digital
65f87eb98d297356122cca4d,2810,LD-00003864,BOLIGRAFO INKJOY 100ST 12UNDPUNTA MEDIA C/NEGRO 7703486035339 PAPER MATE,Linea Digital
65f87eb98d297356122cca4e,2811,LD-00003865,BOLIGRAFO INKJOY 100ST 12UND PUNTA MEDIA C/AZUL 7703486035315 PAPER MATE,Linea Digital
65f87eb98d297356122cca4f,2812,LD-00003866,BOLIGRAFO RETRACTIL INKJOY 100RT 12UND PUNTA MEDIA C/NEGRO 7703486035681 PAPER MATE,Linea Digital
65f87eb98d297356122cca50,2813,LD-00003867,BOLIGRAFO RETRACTIL INKJOY 100RT 12UND PUNTA MEDIA C/AZUL 7703486035674 PAPER MATE,Linea Digital
65f87eb98d297356122cca51,2814,LD-00003869,SILLA GAMER D/POLIPIEL C/NEGRO CF9010050WW CORSAIR,Linea Digital
65f87eb98d297356122cca52,2815,LD-00003870,SILLA GAMER D/TELA C/NEGRO CF9010051WW CORSAIR,Linea Digital
65f87eb98d297356122cca53,2816,LD-00003871,SILLA GAMER D/TELA C/NEGRO/GRIS CF9010052WW CORSAIR,Linea Digital
65f87eb98d297356122cca54,2817,LD-00003872,ARO DE LUZ LED RL14 SOMOSTEL,Linea Digital
65f87eb98d297356122cca55,2818,LD-00003873,CARGADOR 2 EN 1 TIPO C 20W C/ROSADO SMSQ37CTYPECPK SOMOSTEL,Linea Digital
65f87eb98d297356122cca56,2819,LD-00003874,CARGADOR 2 EN 1 TIPO C 20W C/BLANCO SMSQ37CTYPECWH SOMOSTEL,Linea Digital
65f87eb98d297356122cca57,2820,LD-00003876,CARGADOR 2 EN 1 IPH 20W C/ROSADO SMSQ37IPHPK SOMOSTEL,Linea Digital
65f87eb98d297356122cca58,2821,LD-00003877,CARGADOR 2 EN 1 IPH 20W C/BLANCO SMSQ37IPHWH SOMOSTEL,Linea Digital
65f87eb98d297356122cca59,2822,LD-00003879,AUDIFONOS INALAMBRICOS HIFI C/BLUETOOTH C/NEGRO SMSJ31BK SOMOSTEL,Linea Digital
65f87eb98d297356122cca5a,2823,LD-00003880,AUDIFONOS INALAMBRICOS HIFI C/BLUETOOTH C/PLATA SMSJ31SL SOMOSTEL,Linea Digital
65f87eb98d297356122cca5b,2824,LD-00003881,AUDIFONOS INALAMBRICOS HIFI C/BLUETOOTH C/ROJO SMSJ31R SOMOSTEL,Linea Digital
65f87eb98d297356122cca5c,2825,LD-00003882,AUDIFONOS INALAMBRICOS HIFI C/BANCO DE CARGA C/NEGRO SMSJ25 SOMOSTEL,Linea Digital
65f87eb98d297356122cca5d,2826,LD-00003883,AUDIFONOS INALAMBRICOS HIFI C/LANYARD C/NEGRO SMSJ33BK SOMOSTEL,Linea Digital
65f87eb98d297356122cca5e,2827,LD-00003884,AUDIFONOS INALAMBRICOS HIFI C/LANYARD C/BLANCO SMSJ33WH SOMOSTEL,Linea Digital
65f87eb98d297356122cca5f,2828,LD-00003885,AUDIFONOS INALAMBRICOS HIFI C/LANYARD C/AZUL SMSJ33BL SOMOSTEL,Linea Digital
65f87eb98d297356122cca60,2829,LD-00003886,AUDIFONOS INALAMBRICOS HIFI C/LANYARD C/ROSADO SMSJ33PK SOMOSTEL,Linea Digital
65f87eb98d297356122cca61,2830,LD-00003887,AUDIFONOS INALAMBRICOS HIFI C/NEGRO SMSJ22BK SOMOSTEL,Linea Digital
65f87eb98d297356122cca62,2831,LD-00003888,AUDIFONOS INALAMBRICOS HIFI C/BLANCO SMSJ22WH SOMOSTEL,Linea Digital
65f87eb98d297356122cca63,2832,LD-00003889,AUDIFONOS INALAMBRICOS HIFI C/VERDE SMSJ22GR SOMOSTEL,Linea Digital
65f87eb98d297356122cca64,2833,LD-00003890,AUDIFONOS INALAMBRICOS HIFI C/ROSADO SMSJ22PK SOMOSTEL,Linea Digital
65f87eb98d297356122cca65,2834,LD-00003891,AUDIFONOS INALAMBRICOS HIFI C/NEGRO SMSJ20BK SOMOSTEL,Linea Digital
65f87eb98d297356122cca66,2835,LD-00003892,AUDIFONOS INALAMBRICOS HIFI C/BLANCO SMSJ20WH SOMOSTEL,Linea Digital
65f87eb98d297356122cca67,2836,LD-00003893,AUDIFONOS INALAMBRICOS HIFI C/AZUL SMSJ20BL SOMOSTEL,Linea Digital
65f87eb98d297356122cca68,2837,LD-00003894,AUDIFONOS INALAMBRICOS HIFI C/ROSADO SMSJ20PK SOMOSTEL,Linea Digital
65f87eb98d297356122cca69,2838,LD-00003895,"ESTACION DE ENERGIA PORTATIL DELTA PRO 3,6WH C/GRIS 5004501019/EFD500 ECOFLOW",Linea Digital
65f87eb98d297356122cca6a,2839,LD-00003896,IMPRESORA SMART TANK 583 C/BLANCO 4A8D7A HP,Linea Digital
65f87eb98d297356122cca6b,2840,LD-00003900,FILAMENTO P/IMPRESORAS 3D C/GRIS V61101A1  ANKERMAKE,Linea Digital
65f87eb98d297356122cca6c,2841,LD-00003901,FILAMENTO P/IMPRESORAS 3D C/ROJO V6110191 ANKERMAKE,Linea Digital
65f87eb98d297356122cca6d,2842,LD-00003902,FILAMENTO P/IMPRESORAS 3D C/AZUL V6110131 ANKERMAKE,Linea Digital
65f87eb98d297356122cca6e,2843,LD-00003903,PLAYSTATION 5 SLIM DISC DISC. SPIDERMAN 2 C/BLANCO 1000039815W SONY,Linea Digital
65f87eb98d297356122cca6f,2844,LD-00003905,AUDIFONOS GAMING INALAMBRICOS C/MICROFONO C/NEGRO JBLQUANTUM610BLKAM JBL,Linea Digital
65f87eb98d297356122cca70,2845,LD-00003906,AUDIFONOS INALAMBRICOS TUNE 520BT C/NEGRO JBLT520BTBLKAM JBL,Linea Digital
65f87eb98d297356122cca71,2846,LD-00003907,AUDIFONOS INALAMBRICOS TUNE 520BT C/AZUL JBLT520BTBLUAM JBL,Linea Digital
65f87eb98d297356122cca72,2847,LD-00003908,AUDIFONOS INALAMBRICOS TUNE 520BT C/BLANCO JBLT520BTWHTAM JBL,Linea Digital
65f87eb98d297356122cca73,2848,LD-00003909,AUDIFONOS INALAMBRICOS TUNE BUDS C/NEGRO JBLTBUDSGBLKAM JBL,Linea Digital
65f87eb98d297356122cca74,2849,LD-00003910,AUDIFONOS INALAMBRICOS TUNE BUDS C/BLANCO JBLTBUDSGWHTAM JBL,Linea Digital
65f87eb98d297356122cca75,2850,LD-00003911,AUDIFONOS INALAMBRICOS TUNE FLEX C/NEGRO JBLTFLEXGBLKAM JBL,Linea Digital
65f87eb98d297356122cca76,2851,LD-00003912,PROYECTOR POWERLITE E20 C/BLANCO V11H981020 EPSON,Linea Digital
65f87eb98d297356122cca77,2852,LD-00003913,PRESENTADOR CONTROL PLUS ECOSMART CON LASER C/GRIS AMP06704AMGL TARGUS,Linea Digital
65f87eb98d297356122cca78,2853,LD-00003914,PRESENTADOR INALAMBRICO CON PUNTERO LASER AMP16US TARGUS,Linea Digital
65f87eb98d297356122cca79,2854,LD-00003915,FUNDAS P/CAMARAS WEB SPAY GUARD PACK 10 AWH015GLX TARGUS,Linea Digital
65f87eb98d297356122cca7a,2855,LD-00003916,TECLADO NUMERICO ALAMBRICO C/NEGRO/GRIS AKP10US TARGUS,Linea Digital
65f87eb98d297356122cca7b,2856,LD-00003917,TECLADO NUMERICO INALAMBRICO C/NEGRO AKP11US TARGUS,Linea Digital
65f87eb98d297356122cca7c,2857,LD-00003918,TECLADO PLEGABLE C/BLUETOOTH PUERTO USB C/NEGRO AKF003US TARGUS,Linea Digital
65f87eb98d297356122cca7d,2858,LD-00003919,KIT TECLADO Y MOUSE INALAMBRICO KM610 C/NEGRO AKM610BT TARGUS,Linea Digital
65f87eb98d297356122cca7e,2859,LD-00003921,HUB USB DE 4 PUERTOS ACH114US TARGUS,Linea Digital
65f87eb98d297356122cca7f,2860,LD-00003922,ENFRIADOR LAP CHILL MAT P/LAPTOP C/NEGRO/GRIS AWE55US TARGUS,Linea Digital
65f87eb98d297356122cca80,2861,LD-00003923,ENFRIADOR CHILL MAT P/LAPTOP C/NEGRO AWE61US TARGUS,Linea Digital
65f87eb98d297356122cca81,2862,LD-00003924,ENFRIADOR 18PULG C/DOBLE VENTILADOR DE SOPORTE AJUSTABLE AWE90GL TARGUS,Linea Digital
65f87eb98d297356122cca82,2863,LD-00003925,BOLSO P/LAPTOPS 15.6PULG EVA PRO C/GRIS TSB895 TARGUS,Linea Digital
65f87eb98d297356122cca83,2864,LD-00003926,BOLSO P/LAPTOP 15/16PULG MOVIL ELITE C/NEGRO TBB617GL TARGUS,Linea Digital
65f87eb98d297356122cca84,2865,LD-00003927,BOLSO P/LAPTOP 15.6PULG  ECOSMART C/AZUL TBB63602GL TARGUS,Linea Digital
65f87eb98d297356122cca85,2866,LD-00003929,BOLSO P/LAPTOP 15.6PULG CITYLITE C/NEGRO TBB637GL TARGUS,Linea Digital
65f87eb98d297356122cca86,2867,LD-00003930,BOLSO P/LAPTOP 15.6PULG INTELLECT C/NEGRO TSB968GL TARGUS,Linea Digital
65f87eb98d297356122cca87,2868,LD-00003943,BOLSO P/LAPTOP 15/16PULGÂ SLATE II C/AZUL OSCURO TBB94602WM TARGUS,Linea Digital
65f87eb98d297356122cca88,2869,LD-00003944,CORREA DE SILICONA P/RELOJ SMART C/AZUL CLARO DW0506 DAEWOO,Linea Digital
65f87eb98d297356122cca89,2870,LD-00003945,CORREA DE MALLA P/RELOJ SMART C/NEGRO DW0509 DAEWOO,Linea Digital
65f87eb98d297356122cca8a,2871,LD-00003946,CORREA DE MALLA P/RELOJ SMART C/PLATA DW0510 DAEWOO,Linea Digital
65f87eb98d297356122cca8b,2872,LD-00003947,CORREA DE MALLA P/RELOJ SMART C/NEGRO DW0709 DAEWOO,Linea Digital
65f87eb98d297356122cca8c,2873,LD-00003948,CORREA DE MALLA P/RELOJ SMART C/PLATA DW0710 DAEWOO,Linea Digital
65f87eb98d297356122cca8d,2874,LD-00003949,MORRAL PARA LAPTOP 18 PULG C/NEGRO N23-04181/N23/04183A DAKA,Linea Digital
65f87eb98d297356122cca8e,2875,LD-00003950,MORRAL PARA LAPTOP 18 PULG C/AZUL N23-04183/N23/04183B DAKA,Linea Digital
65f87eb98d297356122cca8f,2876,LD-00003951,MORRAL PARA LAPTOP 18 PULG C/GRIS N23-04184/N23/04183C DAKA,Linea Digital
65f87eb98d297356122cca90,2877,LD-00003959,CABLE CARGA RAPIDA TIPO IPH 20W C/ROSADO SMSBW10CIPHPNK SOMOSTEL,Linea Digital
65f87eb98d297356122cca91,2878,LD-00003960,CABLE DE CARGA USB-C TIPO IPH 12W C/AZUL SMSBW07BLU SOMOSTEL,Linea Digital
65f87eb98d297356122cca92,2879,LD-00003961,CABLE DE CARGA USB-C TIPO IPH 12W C/ROSADO SMSBW07PNK SOMOSTEL,Linea Digital
65f87eb98d297356122cca93,2880,LD-00003962,CABLE DE CARGA USB-C TIPO IPH 12W C/AMARILLO SMSBW07YEL SOMOSTEL,Linea Digital
65f87eb98d297356122cca94,2881,LD-00003963,CARGADOR 2 EN 1 IPH 20W C/MORADO SMSQ37IPHPUR SOMOSTEL,Linea Digital
65f87eb98d297356122cca95,2882,LD-00003964,CARGADOR 2 EN 1 TIPO C 20W C/MORADO SMSQ37CTYPECPUR SOMOSTEL,Linea Digital
65f87eb98d297356122cca96,2883,LD-00003965,MARCADORES LAVABLES PUNTA ANCHA 8 UNID 587808 CRAYOLA,Linea Digital
65f87eb98d297356122cca97,2884,LD-00003966,MARCADORES LAVABLES SUPER TIPS 20 UNID 588106 CRAYOLA,Linea Digital
65f87eb98d297356122cca98,2885,LD-00003967,LAPICES DE COLORES 12 UNID 00066 INTEGRA,Linea Digital
65f87eb98d297356122cca99,2886,LD-00003968,LAPICES DE COLORES 24 UNID 684024 CRAYOLA,Linea Digital
65f87eb98d297356122cca9a,2887,LD-00003970,SOPORTE UNIVERSAL P/ESCRITORIO C/NEGRO SMSZB08BLK SOMOSTEL,Linea Digital
65f87eb98d297356122cca9b,2888,LD-00003971,SOPORTE UNIVERSAL P/ESCRITORIO C/BLANCO SMSZB08WH SOMOSTEL,Linea Digital
65f87eb98d297356122cca9c,2889,LD-00003984,MONITOR 27 PULG FHD IPS 100HZ FREESYNC UMHE1AAE01 ACER,Linea Digital
65f87eb98d297356122cca9d,2890,LD-00003985,MONITOR 23.6 PULG FHD VA 165HZ UMUE2AAS01 EI242QR ACER,Linea Digital
65f87eb98d297356122cca9e,2891,LD-00003986,PENDRIVE DE 64GB MEMORIA EXODIA DTXON64GBTW KINGSTON,Linea Digital
65f87eb98d297356122cca9f,2892,LD-00003987,LAPTOP 15.6 PULG NOTEBOOK i3 15 3520 8GB DDR4 RAM 256GB SSD WIN11 C/NEGRO INSP1215U DELL,Linea Digital
65f87eb98d297356122ccaa0,2893,LD-00003988,LAPTOP 15.6 PULG CORE i3-1215U FHD 8GB RAM 256GB SSD UHD WIN11 C/PLATA 8R0M1UA#ABA HP,Linea Digital
65f87eb98d297356122ccaa1,2894,LD-00003989,LAPTOP 14 PULG CORE i5-1135G7  11va G 8GB RAM 256GB SSD WIN11 C/GRIS 81X700FVUS LENOVO,Linea Digital
65f87eb98d297356122ccaa2,2895,LD-00003990,PENDRIVE DE 256GB MEMORIA EXODIA DTXON256GBTW KINGSTON,Linea Digital
65f87eb98d297356122ccaa3,2896,LD-00003991,LAPTOP 14 PULG INTEL UHD CELERON N4020 IDEAPAD 4GB RAM 128GB WIN11 C/GRIS 82V60065US LENOVO,Linea Digital
65f87eb98d297356122ccaa4,2897,LD-00003993,MEMORIA ULTRA MICRO SDXC 256GB UHS-I SDSQUNR256GGN6TA SANDISK,Linea Digital
65f87eb98d297356122ccaa5,2898,LD-00003994,DISPOSITIVO DE TRANSMISION AMAZON FIRE TV STICK 4K 840268929909 AMAZON,Linea Digital
65f87eb98d297356122ccaa6,2899,LD-00003995,CAMARA INTELIGENTE C300 42423/BHR6540GL XIAOMI,Linea Digital
65f87eb98d297356122ccaa7,2900,LD-00003996,ROUTER WIFI 4 ANTENAS 4A C/BLANCO 25090/1BXIA929/DVB4230GL XIAOMI,Linea Digital
65f87eb98d297356122ccaa8,2901,LD-00003998,EXTENSOR DE COBERTURA WIFI PRO 40157/DVB4336GL XIAOMI,Linea Digital
65f87eb98d297356122ccaa9,2902,LD-00003999,MONITOR 21.5 PULG FHD 48343/ELA5232GL XIAOMI,Linea Digital
65f87eb98d297356122ccaaa,2903,LD-00004000,MONITOR 23.8 PULG 1C FHD 50162/RMMNT238NF/ELA5321GL XIAOMI,Linea Digital
65f87eb98d297356122ccaab,2904,LD-00004001,MONITOR 27 PULG FHD 100HZ 51065/P27FBARAGL/ELA5351US XIAOMI,Linea Digital
65f87eb98d297356122ccaac,2905,LD-00004002,MONITOR 23.6 PULG CURVO FHD 75HZ VA PROMP241CA MSI,Linea Digital
65f87eb98d297356122ccaad,2906,LD-00004003,IMPRESORA LASERJET TANK MFP 2602SDW 2R7F5A HP,Linea Digital
65f87eb98d297356122ccaae,2907,LD-00004004,IMPRESORA MULTIFUNCIONAL LASERJET PRO MFP 3103FDW 3G632A HP,Linea Digital
65f87eb98d297356122ccaaf,2908,LD-00004005,IMPRESORA LASERJET M111W 7MD68A HP,Linea Digital
65f87eb98d297356122ccab0,2909,LD-00004006,IMPRESORA MULTIFUNCIONAL LASERJET MFP M141W 7MD74A HP,Linea Digital
65f87eb98d297356122ccab1,2910,LD-00004007,PLAYSTATION 5 DISC SLIM VERSION COD MODERN WARFARE 711719566427/1000037795 SONY,Linea Digital
65f87eb98d297356122ccab2,2911,LD-00004008,PLAYSTATION 5 DISC VERSION JP 4948872415934 SONY,Linea Digital
65f87eb98d297356122ccab3,2912,LD-00004009,NINTENDO SWITCH OLED MODELO MARIO 45496597368/HEG001 NINTENDO,Linea Digital
65f87eb98d297356122ccab4,2913,ld-00004010,IMPRESORA MULTIFUNCIONAL TINTA CONTINUA PIXMA G1130 CANON,Linea Digital
65f87eb98d297356122ccab5,2914,LD-00004011,IMPRESORA MULTIFUNCIONAL TINTA CONTINUA MAXIFY GX3010 CANON,Linea Digital
65f87eb98d297356122ccab6,2915,LD-00004012,MOUSE INALAMBRICO M170 C/ROSADO 910006862 LOGITECH,Linea Digital
65f87eb98d297356122ccab7,2916,LD-00004013,MOUSE INALAMBRICO M170 C/AZUL 910006863 LOGITECH,Linea Digital
65f87eb98d297356122ccab8,2917,LD-00004014,MOUSE INALAMBRICO M170 C/BLANCO 910006864 LOGITECH,Linea Digital
65f87eb98d297356122ccab9,2918,LD-00004015,KIT DE TECLADO Y MOUSE INALAMBRICO MK235 C/NEGRO 920007901 LOGITECH,Linea Digital
65f87eb98d297356122ccaba,2919,LD-00004019,"CELULAR GALAXY S24 PLUS 12GB RAM 512 MEMORIA 6,7"" C/NEGRO SMS926BZKK SAMSUNG",Linea Digital
65f87eb98d297356122ccabb,2920,LD-00004022,"CELULAR GALAXY S24 ULTRA 12GB RAM 512 MEMORIA 6,8"" C/VIOLETA SMS928BZVU SAMSUNG",Linea Digital
65f87eb98d297356122ccabc,2921,LD-00004023,"CELULAR GALAXY S24 ULTRA 12GB RAM 256 MEMORIA 6,8"" C/NEGRO SMS928BZKK SAMSUNG",Linea Digital
65f87eb98d297356122ccabd,2922,LD-00004024,"CELULAR GALAXY S24 ULTRA 12GB RAM 256 MEMORIA 6,8"" C/GRIS SMS928BZTK SAMSUNG",Linea Digital
65f87eb98d297356122ccabe,2923,LD-00004025,"CELULAR GALAXY S24 ULTRA 12GB RAM 512 MEMORIA 6,8"" C/GRIS TITANIUM SMS928BZKU SAMSUNG",Linea Digital
65f87eb98d297356122ccabf,2924,LD-00004027,"CELULAR GALAXY S24 ULTRA 12GB RAM 256 MEMORIA 6,8"" C/VIOLETA SMS928BZVK SAMSUNG",Linea Digital
65f87eb98d297356122ccac0,2925,LD-00004028,CELULAR GALAXY A15 6GB RAM 128GB MEMORIA C/AZUL/NEGRO SMSA155MZKG SAMSUNG,Linea Digital
65f87eb98d297356122ccac1,2926,LD-00004029,CELULAR GALAXY A15  6GB RAM 128GB MEMORIA C/AZUL CLARO SMA155MLBG SAMSUNG,Linea Digital
65f87eb98d297356122ccac2,2927,LD-00004030,CELULAR GALAXY A15 6GB RAM 128GB MEMORIA C/AMARILLO SMA155MZYG SAMSUNG,Linea Digital
65f87eb98d297356122ccac3,2928,LD-00004031,CELULAR GALAXY A05 4GB RAM 64GB MEMORIA C/VERDE CLARO SMA055MLGD SAMSUNG,Linea Digital
65f87eb98d297356122ccac4,2929,LD-00004032,CELULAR GALAXY A05 4GB RAM 64GB MEMORIA C/PLATA SMA055MZSD SAMSUNG,Linea Digital
65f87eb98d297356122ccac5,2930,LD-00004033,CELULAR GALAXY A05 4GB RAM 64GB MEMORIA C/NEGRO SMA055MZKD SAMSUNG,Linea Digital
65f87eb98d297356122ccac6,2931,LD-00004034,CELULAR GALAXY A25 6GB RAM 128GB MEMORIA C/AZUL SMA256EZBD SAMSUNG,Linea Digital
65f87eb98d297356122ccac7,2932,LD-00004035,CELULAR GALAXY A25 6GB RAM 128GB MEMORIA C/AMARILLO SMA256EZYD SAMSUNG,Linea Digital
65f87eb98d297356122ccac8,2933,LD-00004036,CELULAR GALAXY A25 6GB RAM 128GB MEMORIA C/AZUL/NEGRO SMA256EZKD SAMSUNG,Linea Digital
65f87eb98d297356122ccac9,2934,LD-00004042,MONITOR 24 PULG FHD VA 180HZ FREESYNC KG241Y/UMQX1AAS01 ACER,Linea Digital
65f87eb98d297356122ccaca,2935,LD-00004052,CABLE USB 3.1 A MAX C/NEGRO SMSBT02/SMS0282017 SOMOSTEL,Linea Digital
65f87eb98d297356122ccacb,2936,LD-00004053,ROKU EXPRESS 4K RED BOX 3941RW2/829610004747 ROKU,Linea Digital
65f87eb98d297356122ccacc,2937,LF-00000002,TALADRO INALAMBRICO 12V C/NEGRO 36246 XIAOMI,Linea Familia
65f87eb98d297356122ccacd,2938,LF-00000003,SET DE ALMACENAMIENTO 4 PZAS C/AMARILLO STST55304 STANLEY,Linea Familia
65f87eb98d297356122ccace,2939,LF-00000004,CUCHILLO RETRACTIL STHT10478 STANLEY,Linea Familia
65f87eb98d297356122ccacf,2940,LF-00000005,EXTRACTOR DE CLAVOS ERGONOMICO C/AMARILLO STHT55161/74209747 STANLEY,Linea Familia
65f87eb98d297356122ccad0,2941,LF-00000007,CINTA METRICA PROFESSIONAL 3 MTS  IW13949 IRWIN,Linea Familia
65f87eb98d297356122ccad1,2942,LF-00000008,CINTA METRICA PROFESSIONAL 5 MTS  IW13950 IRWIN,Linea Familia
65f87eb98d297356122ccad2,2943,LF-00000009,CINTA METRICA PROFESSIONAL 8 MTS  IW13951 IRWIN,Linea Familia
65f87eb98d297356122ccad3,2944,LF-00000010,SET DE DESTORNILLADORES 4 PZAS DWHT66680 DEWALT,Linea Familia
65f87eb98d297356122ccad4,2945,LF-00000011,SERRUCHO BIMATERIAL 50 CM STHT20090 STANLEY,Linea Familia
65f87eb98d297356122ccad5,2946,LF-00000015,ALICATE DE JUNTA DESLIZANTE 20CM 84524 STANLEY,Linea Familia
65f87eb98d297356122ccad6,2947,LF-00000016,SET 02 MARTILLOS FIBRA DE VIDRIO STHT54234 STANLEY,Linea Familia
65f87eb98d297356122ccad7,2948,LF-00000020,SILLA PLEGABLE C/MARRON 2000020282 COLEMAN,Linea Familia
65f87eb98d297356122ccad8,2949,LF-00000025,COLCHON INFLABLE TWIN C/BEIGE 64425ED INTEX,Linea Familia
65f87eb98d297356122ccad9,2950,LF-00000048,MONOPATIN ELECT. RACING C/AZUL RBRTENTURBO1075 RED BULL,Linea Familia
65f87eb98d297356122ccada,2951,LF-00000049,MONOPATIN ELECT. RACING C/NEGRO RBRTEEN1075 RED BULL,Linea Familia
65f87eb98d297356122ccadb,2952,LF-00000050,BICICLETA MONTANERA RIN 29 C/MOTOR 36V C/BLANCO ARMTBFULL292RWR ALFA ROMEO,Linea Familia
65f87eb98d297356122ccadc,2953,LF-00000062,CAVA TERMICA FAMILIAR 54Q C/GRIS 3000006558 COLEMAN,Linea Familia
65f87eb98d297356122ccadd,2954,LF-00000063,CAVA TERMICA FAMILIAR 150Q C/BLANCO 3000006577 COLEMAN,Linea Familia
65f87eb98d297356122ccade,2955,LF-00000064,BICICLETA ESTATICA EXERCISE BIKE C/MONITOR C/NEGRO Q100C/Q100 OVICX,Linea Familia
65f87eb98d297356122ccadf,2956,LF-00000065,BICICLETA ESTATICA C/NEGRO Q200B OVICX,Linea Familia
65f87eb98d297356122ccae0,2957,LF-00000066,BICICLETA ESTATICA C/NEGRO Q200X OVICX,Linea Familia
65f87eb98d297356122ccae1,2958,LF-00000069,CAMINADORA X3PLUS OVICX,Linea Familia
65f87eb98d297356122ccae2,2959,LF-00000070,TRICICLO MINIBI PARA NINOS C/VERDE KRMIBI00GRE0000 KINDERKRAFT,Linea Familia
65f87eb98d297356122ccae3,2960,LF-00000071,TRICICLO MINIBI PARA NINOS C/ROSADO KRMIBI00PNK0000 KINDERKRAFT,Linea Familia
65f87eb98d297356122ccae4,2961,LF-00000072,TRICICLO MINIBI PARA NINOS C/AMARILLO KRMIBI00YEL0000 KINDERKRAFT,Linea Familia
65f87eb98d297356122ccae5,2962,LF-00000073,TRICICLO 4TRIKE PARA NINOS C/AMARILLO KR4TRI00YEL0000 KINDERKRAFT,Linea Familia
65f87eb98d297356122ccae6,2963,LF-00000074,TRICICLO 4TRIKE PARA NINOS C/NEGRO KR4TRI00BLK0000 KINDERKRAFT,Linea Familia
65f87eb98d297356122ccae7,2964,LF-00000076,BICICLETA TOVE PARA NINOS C/BEIGE KRTOVE00BEG0000 KINDERKRAFT,Linea Familia
65f87eb98d297356122ccae8,2965,LF-00000077,BICICLETA TOVE PARA NINOS C/MENTA KRTOVE00MIN0000 KINDERKRAFT,Linea Familia
65f87eb98d297356122ccae9,2966,LF-00000078,BICICLETA CUTIE PARA NINOS C/TURQUESA KKRCUTITRQ0000 KINDERKRAFT,Linea Familia
65f87eb98d297356122ccaea,2967,LF-00000079,BICICLETA CUTIE PARA NINOS C/AMARILLO KKRCUTIHNY0000 KINDERKRAFT,Linea Familia
65f87eb98d297356122ccaeb,2968,LF-00000080,BICICLETA CUTIE PARA NINOS C/ROSADO KKRCUTIPNK0000 KINDERKRAFT,Linea Familia
65f87eb98d297356122ccaec,2969,LF-00000081,MONOPATIN HALLEY PARA NINOS C/VERDE KRHALL00GRE0000 KINDERKRAFT,Linea Familia
65f87eb98d297356122ccaed,2970,LF-00000082,MONOPATIN HALLEY PARA NINOS C/ROSADO KRHALL00PNK0000 KINDERKRAFT,Linea Familia
65f87eb98d297356122ccaee,2971,LF-00000083,MONOPATIN HALLEY PARA NINOS C/BLANCO KRHALL00WHT0000 KINDERKRAFT,Linea Familia
65f87eb98d297356122ccaef,2972,LF-00000087,MESA REDONDA FESTIVAL 90CM BL 90010,Linea Innovar
65f87eb98d297356122ccaf0,2973,LF-00000089,MESA PLEGABLE REDONDA MR-115,Linea Innovar
65f87eb98d297356122ccaf1,2974,LF-00000102,ESCALEBANCO 2 PELDANOS C/T C/ROJO 6815-4,Linea Innovar
65f87eb98d297356122ccaf2,2975,LF-00000107,ESCALEBANCO 1 PELDANO C/VERDE 6817-3,Linea Innovar
65f87eb98d297356122ccaf3,2976,LF-00000111,CERRADURA INTELIGENTE CON HUELLA DACTILAR CSL2S11FCP EZVIZ,Linea Familia
65f87eb98d297356122ccaf4,2977,LF-00000112,PANEL SOLAR P/CAMARA CSCMT EZVIZ,Linea Familia
65f87eb98d297356122ccaf5,2978,LF-00000113,DISPENSADOR INTELIGENTE DE AGUA P/MASCOTAS 40590/BHR6146US XIAOMI,Linea Familia
65f87eb98d297356122ccaf6,2979,LF-00000117,BICICLETA ESTATICA P/EJERCICIO K830,Linea Familia
65f87eb98d297356122ccaf7,2980,LF-00000119,CARRITO PLEGABLE 4 RUEDAS 2000023362 COLEMAN,Linea Familia
65f87eb98d297356122ccaf8,2981,LF-00000120,TOLDO 10X10 2000035985 COLEMAN,Linea Familia
65f87eb98d297356122ccaf9,2982,LF-00000121,TOLDO 10X10 C/VERDE 2000035984 COLEMAN,Linea Familia
